track_id,mood_label,lang_bucket,year_bucket,status,has_preview,preview_url,deezer_id
0ZxS5AhNqDKvkK1UBFwRJU,energetic,likely_western_other,2020_plus,matched,True,"https://cdnt-preview.dzcdn.net/api/1/1/6/7/f/0/67f57dbc7266ccd669e3a8dcdb83d6af.mp3?hdnea=exp=1781592240~acl=/api/1/1/6/7/f/0/67f57dbc7266ccd669e3a8dcdb83d6af.mp3*~data=user_id=0,application_id=42~hmac=a5be7416a83e6679bf877b0aca7c5df6bb5aa74cd97bd7172afcc21c35876a2b",2196590727.0
2CvOqDpQIMw69cCzWqr5yr,calm,likely_vn,unknown_year,matched,True,"https://cdnt-preview.dzcdn.net/api/1/1/3/3/8/0/338f097585c9468888ac77e0abd34ff5.mp3?hdnea=exp=1781592241~acl=/api/1/1/3/3/8/0/338f097585c9468888ac77e0abd34ff5.mp3*~data=user_id=0,application_id=42~hmac=bb2e11510325748f25fd47b954e5ad09cba0b34a730b5610ae589e3d7247b7aa",15593283.0
1F0qbva0fUg3oxvBOIfy1z,happy,likely_asia_non_vn,2020_plus,error:ConnectionError,False,,
0FulmAyNlu1Oor1u5r7Hfu,happy,likely_western_other,2020_plus,not_found,False,,
31jZYFQEtq0ud5y9fDN4cw,romantic,likely_western_other,2020_plus,matched,True,"https://cdnt-preview.dzcdn.net/api/1/1/5/5/f/0/55ff63a6d5145f21dbb84990342f8175.mp3?hdnea=exp=1781592264~acl=/api/1/1/5/5/f/0/55ff63a6d5145f21dbb84990342f8175.mp3*~data=user_id=0,application_id=42~hmac=226ba027daebc29461c6ae3a05a35ce2eea910990994ec348cb2934ab66afef2",2506867481.0
3CHOr5EkaZ6uyED07cATW3,calm,likely_western_other,2020_plus,error:ConnectionError,False,,
2707FUsKLBJHDznDXAM1ea,sad,likely_western_other,2020_plus,matched,True,"https://cdnt-preview.dzcdn.net/api/1/1/c/e/f/0/cef3e97e7928241146df7620a805c89f.mp3?hdnea=exp=1781592279~acl=/api/1/1/c/e/f/0/cef3e97e7928241146df7620a805c89f.mp3*~data=user_id=0,application_id=42~hmac=56d9ec727d537c118069d8aadd9526357f070b61c33b477c538cb5cf8aff9b4d",1700672317.0
2t1giIdZBYtrCXIFX3yoal,sad,likely_western_other,2020_plus,matched,True,"https://cdnt-preview.dzcdn.net/api/1/1/e/0/f/0/e0fdfdd2afb317318a594866a59ac6fd.mp3?hdnea=exp=1781592286~acl=/api/1/1/e/0/f/0/e0fdfdd2afb317318a594866a59ac6fd.mp3*~data=user_id=0,application_id=42~hmac=8642b8d06abeecd09aa7ede53a39792a4650f385325d5c617d6cf443a81db4f5",3834922931.0
2Bdy8zcHu8V9TAAvmbFQKA,stressed,likely_western_other,unknown_year,not_found,False,,
49FYlytm3dAAraYgpoJZux,calm,likely_vn,pre_2010,matched,True,"https://cdnt-preview.dzcdn.net/api/1/1/8/f/3/0/8f3edabed873e0b9d0d8c2d19fe0c63f.mp3?hdnea=exp=1781592299~acl=/api/1/1/8/f/3/0/8f3edabed873e0b9d0d8c2d19fe0c63f.mp3*~data=user_id=0,application_id=42~hmac=d6812be56bf115a18316d276cfab40ec84370279348a7765e910b21f98a6c099",1171629.0
30JDj5f2NPomuGZiUpn0jx,calm,likely_western_other,2020_plus,matched,True,"https://cdnt-preview.dzcdn.net/api/1/1/9/7/e/0/97e0e85aea7f1fe575e9b48fddd08c42.mp3?hdnea=exp=1781592301~acl=/api/1/1/9/7/e/0/97e0e85aea7f1fe575e9b48fddd08c42.mp3*~data=user_id=0,application_id=42~hmac=37fc913887ba0251f73694ba20795b204a9e9e2624eea312db7029abd51d2e3a",3586815521.0
1tLZhEZgYZGP0GeopkBjSG,calm,likely_western_other,2020_plus,matched,True,"https://cdnt-preview.dzcdn.net/api/1/1/b/8/a/0/b8a42f4ae43b2a61b320f5317b299522.mp3?hdnea=exp=1781592308~acl=/api/1/1/b/8/a/0/b8a42f4ae43b2a61b320f5317b299522.mp3*~data=user_id=0,application_id=42~hmac=a38ffddde2736ec7fe38020d093ea9c69c97b8bf5f8cf61eba1564e1f076fd24",3550350861.0
2wpeakU7sPdbgVcSi42vcu,stressed,likely_western_other,2020_plus,error:ConnectionError,False,,
4L153k7g4CmcM8swPFKQYi,sad,likely_vn,2020_plus,error:ConnectionError,False,,
0TZsQ6bWSWsvogmsT17wyZ,calm,likely_western_other,2020_plus,error:ConnectionError,False,,
3yrgEWD8eP6CX0AaXxriBx,happy,likely_vn,2020_plus,matched,True,"https://cdnt-preview.dzcdn.net/api/1/1/5/0/1/0/501e0e0bf29fdddae5806c7415307eab.mp3?hdnea=exp=1781592346~acl=/api/1/1/5/0/1/0/501e0e0bf29fdddae5806c7415307eab.mp3*~data=user_id=0,application_id=42~hmac=5540782585f5469d3acfb6d7c4c11fc17ec905020e2253a8e970b07fb75b2c2a",3608895722.0
3DnNlzei9IcXa9xdsXdGnr,sad,likely_western_other,2020_plus,matched,True,"https://cdnt-preview.dzcdn.net/api/1/1/5/4/f/0/54ff58067bd593b2ab50c1b66eae19c7.mp3?hdnea=exp=1781592353~acl=/api/1/1/5/4/f/0/54ff58067bd593b2ab50c1b66eae19c7.mp3*~data=user_id=0,application_id=42~hmac=b9ebb9bee47481856396fe234dfaeff2850b6019f6807118d9faea4301581cf4",3080340871.0
67b1hgLWiqeV0FWhwF04cH,stressed,likely_western_other,2020_plus,not_found,False,,
5Pp5OJCevvVjGFhJpMtgib,romantic,likely_western_other,2020_plus,matched,True,"https://cdnt-preview.dzcdn.net/api/1/1/3/2/f/0/32fadbbb79bf24e53dfca9711a380a1d.mp3?hdnea=exp=1781592370~acl=/api/1/1/3/2/f/0/32fadbbb79bf24e53dfca9711a380a1d.mp3*~data=user_id=0,application_id=42~hmac=37c620816d67c14d468652d193811dc4616b9dd92559eee5b363765c13137bec",3782912652.0
3Xb5zsFKmMK0vFREp1mc2U,calm,likely_western_other,2020_plus,matched,True,"https://cdnt-preview.dzcdn.net/api/1/1/1/9/6/0/196f01f1e48f4bf3b2077d0d9d7c021c.mp3?hdnea=exp=1781592377~acl=/api/1/1/1/9/6/0/196f01f1e48f4bf3b2077d0d9d7c021c.mp3*~data=user_id=0,application_id=42~hmac=cddc5c94461a7378cfff09409a0f37926a83370e761688d30d55a71ef095ca55",1911818447.0
6dNmLrJ7w59xKeOaACcDyD,calm,likely_western_other,2020_plus,error:ConnectionError,False,,
24lnkg0qRLKQo4Aq5vmNOR,happy,likely_western_other,2020_plus,matched,True,"https://cdnt-preview.dzcdn.net/api/1/1/8/b/6/0/8b6621e47f582e1241cc3837fd63fd9e.mp3?hdnea=exp=1781592396~acl=/api/1/1/8/b/6/0/8b6621e47f582e1241cc3837fd63fd9e.mp3*~data=user_id=0,application_id=42~hmac=9a7b4f2213f6778043110a95cc270c06e5ca93ec764deaf31eb49add22c19f50",2181798577.0
48lTHzrbpUXPk1HaNOf0xh,stressed,likely_western_other,2020_plus,error:ConnectionError,False,,
0Ctjf2OybepUj3LHeP4tlL,calm,likely_western_other,2020_plus,error:ConnectionError,False,,
2b24VHScbnVu1yICg5LgVy,stressed,likely_western_other,2020_plus,matched,True,"https://cdnt-preview.dzcdn.net/api/1/1/5/a/c/0/5ace1b3df4b898c48fb37ef65f3cac72.mp3?hdnea=exp=1781592419~acl=/api/1/1/5/a/c/0/5ace1b3df4b898c48fb37ef65f3cac72.mp3*~data=user_id=0,application_id=42~hmac=c5ae1b5c79dd311cbfec4f7d93d8ba4f20b0bd39e276db35a0fd8214cdf8174a",3632402012.0
60FTvODxDpwUGuTxOK2UQv,happy,likely_western_other,2020_plus,error:ConnectionError,False,,
77pfjsq0gSZwO8bYVTVROo,happy,likely_western_other,2020_plus,error:ConnectionError,False,,
1sIzlvINIVmf8qLRNshWFB,stressed,likely_vn,2020_plus,error:ConnectionError,False,,
6Fev46QsxkqgviAe8uyTdM,calm,likely_western_other,2020_plus,error:ConnectionError,False,,
1XkUE1LI5GFuLmrW5ddnUI,calm,likely_western_other,2010_2019,error:ConnectionError,False,,
2kwcZvVxa08tML7f2SnBWw,sad,likely_western_other,2020_plus,error:ConnectionError,False,,
